"code","target","feedback","criticality","trust","question"
"sp","Staff","It would help if notes were read- GP and hospital. The physiotherapist who came to the house went for active help duties and was so helpful, we can't praise her too highly.","-3","Trust B","Trust B - Q1"
"cc","Care received","Lots of ideas shaped from others.","-0","Trust B","Trust B - Q1"
"mi","Communication","Need more information on locating a room, both beforehand and in the hospital.  Some staff gave incorrect information.","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","No improvement ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","No improvement needed.","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","No Nothing ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","No Nothing ","-3","Trust B","Trust B - Q1"
"ss","Staff","No very good care, nurses excellent.","-0","Trust B","Trust B - Q1"
"cc","Care received","No, all nurses have been brilliant and the service has been wonderful.","-0","Trust B","Trust B - Q1"
"cc","Care received","No, care has been extremely good.","-0","Trust B","Trust B - Q1"
"cc","Care received","No, care very good.","-0","Trust B","Trust B - Q1"
"cc","Care received","No, have always been very good.","-0","Trust B","Trust B - Q1"
"ss","Staff","No, nurses have been excellent.","-0","Trust B","Trust B - Q1"
"co","Care received","No, very good.  Alwasys nice to see nurse for a chat, more like a friend.","-0","Trust B","Trust B - Q1"
"cc","Care received","No, very happy with care.","-0","Trust B","Trust B - Q1"
"cc","Care received","No, very pleased with care.","-0","Trust B","Trust B - Q1"
"xn","Miscellaneous","No.","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","No.","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","No.","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","No.","-3","Trust B","Trust B - Q1"
"cc","Care received","Not so good - Did not manage to have a bath                                                                                                                                                                                                                                                                                  Good - Nothing has been too much trouble.  Staff have always attended promptly
","-2","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing  could be done better, Very nice ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing  could be done better, Very nice 

","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing  Perfect ","-3","Trust B","Trust B - Q1"
"cc","Care received","Nothing - service good ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing  thank-you XXXX","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing absolutely fantastic ","-3","Trust B","Trust B - Q1"
"sp","Staff","Nothing at all Mr XXXX was super professional, caring listened well,
Fantastic all round service","-3","Trust B","Trust B - Q1"
"cs","Care received","Nothing at all XXXX was perfect in her care very supportive and got me everything I needed.","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing can think of.","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing comes to mind","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing could be better","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing could be better.","-3","Trust B","Trust B - Q1"
"sa","Staff","Nothing could be better.  Zero waiting around. Honest friendly staff tailoring treatment to my personal circumstances.","4","Trust B","Trust B - Q1"
"sa","Staff","Nothing could have been dealt with any better than it was. 
All the staff were excellent and very caring. They would do anything within their power to help you.","4","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing could have been done better","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing could have been done better all very good 10/10.","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing different very helpful ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing different.","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing different.  Everything was excellent.","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing everything was very good ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing first class","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing I am happy with everything.","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing it was all good thank-you ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing it was fantastic ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing more","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing more ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing more could have been done for me","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing really","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing really","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing to change","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing to improve","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing to improve ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing to improve ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing to improve ","-3","Trust B","Trust B - Q1"
"cc","Care received","Nothing was too much trouble.","-0","Trust B","Trust B - Q1"
"cc","Care received","Nothing! the care and attention was excellent Thank-You

I think the care was best in the world second to none!!","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing, all good. No issues","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing, always good","-3","Trust B","Trust B - Q1"
"cc","Care received","Nothing, always good. Once my dressing leaked and I had to ring for nurse, when it wasn�t her day to visit, she arrived less than an hour later. Excellent.","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing, everything excellent","-4","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing, everything was excellent","-4","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing, excellent","-4","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing, excellent service.","-4","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing, it was all good ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing, it�s been marvellous","-4","Trust B","Trust B - Q1"
"cc","Care received","Nothing, my care was brilliant. I have felt safe and well looked after, Thank you to everyone.","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing, other than keeping a disrupted patient quite overnight.","-3","Trust B","Trust B - Q1"
"cc","Care received","Nothing, the care shown to me was excellent it was all good.","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing, very impressed   Brilliant ","-4","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing, was very happy ","-3","Trust B","Trust B - Q1"
"xn","Miscellaneous","Nothing.  Have INR DONE.","-3","Trust B","Trust B - Q1"
"cc","Care received","Patient has recently fallen and fractured his hip. Is happy with the care that he has received in hospital and at home. Looked after by the Hart Team for his personal care
Pleased with the Community Nursing Team, has bloods taken. Some confusion with GP patient records
","-1","Trust B","Trust B - Q1"
"mm","Communication","Phone call prior to visit would be a good idea.","-3","Trust B","Trust B - Q1"
"cc","Care received","The care was a bit disjointed to start with. Once paperwork was sorted, could not have asked for a better servic, not only did the care for my brother in law but they also cared for us.","-2","Trust B","Trust B - Q1"
"ss","Staff","The nurse was very helpful. As family was very pleased with the services.","-0","Trust B","Trust B - Q1"
"ss","Staff","The OT were wonderful, very adaptable, sensible and flexible with regard to my needs. Also, the delivery people,","-0","Trust B","Trust B - Q1"
"ss","Staff","The team were very welcoming for both my daughter and the parents, and they were very encouraging.  ","-0","Trust B","Trust B - Q1"
"ss","Staff","Timed visit would be better.  Nurses very good.  ","-2","Trust B","Trust B - Q1"
"cc","Care received","Very good service.","-0","Trust B","Trust B - Q1"
"cc","Care received","Very good, although some inconsistency, some nurses wash hands others use hand gel. Not sure what is correct procedure?","-1","Trust B","Trust B - Q1"
"cc","Care received","Very good, only needed one visit so unable to really comment.","-0","Trust B","Trust B - Q1"
"cc","Care received","Very happy with exercises I have been given improvement is great ","-0","Trust B","Trust B - Q1"
"cc","Care received","Very helpful service - a life saver!","-0","Trust B","Trust B - Q1"
"cc","Care received","We were so pleased with the care service couldn't ask for anything better, they were so friendly, very helpful and kind, everything was explained what was happening and where to ring in an emergency. A big thank you to everyone involved in the care provided. The only problem was the GP service when help was needed no help was given, they had no intention of giving any help, even when a blood test was required. We were told to ring 999 but ambulance paramedics can't do this, very disappointed with this.","-0","Trust B","Trust B - Q1"
"tc","Transition/coordination","Would be nice to see same nurse each time.","-3","Trust B","Trust B - Q1"
"ss","Staff","Would highly recommend, all nurses have been wonderful. Feels more like a friend and always have time for me.","-0","Trust B","Trust B - Q1"
"mi","Communication","XXXX brilliant presentation, will help us a lot. ","-0","Trust B","Trust B - Q1"
"cs","Care received","XXXX has found tips useful  and some of the strategies have been useful for her brother too.","-0","Trust B","Trust B - Q1"
"cc","Care received","XXXX has gained some fantastic coping mechanisms from the group. ","-0","Trust B","Trust B - Q1"
